"PY"	"TI"	"AU"	"DEW"	"IDW"	"DES"	"IDS"	"DT"	"C1W"	"C1S"	"SO"	"Coder"	"DOI"	"DE"
2009	"BASIC FORENSIC IDENTIFICATION OF ARTIFICIAL LEATHER FOR HIT-AND-RUN CASES"	"SANO T;SUZUKI S"	"FORENSIC; ARTIFICIAL LEATHER; SCANNING ELECTRON MICROSCOPE WITH ENERGY; DISPERSIVE ELECTRON MICROANALYZER; MICROSPECTROPHOTOMETRY; INFRARED; MISCROSPECTROMETRY; MICRO-X-RAY FLUORESCENCE SPECTROMETRY"	"DISCRIMINATION; TOOL"	"ARTIFICIAL LEATHER;  FORENSIC;  INFRARED MISCROSPECTROMETRY;  MICRO-X-RAY FLUORESCENCE SPECTROMETRY;  MICROSPECTROPHOTOMETRY;  SCANNING ELECTRON MICROSCOPE WITH ENERGY DISPERSIVE ELECTRON MICROANALYZER"	"ANALYTIC METHOD;  ARTICLE;  CHEMICAL COMPOSITION;  COLOR;  CONTROLLED STUDY;  FORENSIC IDENTIFICATION;  INFRARED RADIATION;  MICROSPECTROPHOTOMETRY;  PRIORITY JOURNAL;  SCANNING ELECTRON MICROSCOPY;  TEXTILE FIBER;  TRAFFIC ACCIDENT;  X RAY FLUORESCENCE; ACCIDENTS; TRAFFIC;  CRIME;  FORENSIC MEDICINE;  HUMANS;  MICROSCOPY; ELECTRON; SCANNING;  SPECTRUM ANALYSIS;  TEXTILES"	"ARTICLE"	"SUZUKI, S (CORRESPONDING AUTHOR), NATL RES INST POLICE SCI, 6-3-1 KASHIWANOHA, KASHIWA, CHIBA 2770882, JAPAN; SUZUKI, SHINICHI, NATL RES INST POLICE SCI, KASHIWA, CHIBA 2770882, JAPAN; SANO, TETSUYA, CHIBA PREFECTURAL POLICE HEADQUARTERS, FORENS SCI LAB, CHUO KU, CHIBA 2600024, JAPAN"	"FORENSIC SCIENCE LABORATORY, CHIBA PREFECTURAL POLICE HEADQUARTERS, 1-71-1 CHUOMINATO, CHUO-KU, CHIBA, 260-0024, JAPAN;NATIONAL RESEARCH INSTITUTE OF POLICE SCIENCE, 6-3-1 KASHIWANOHA, KASHIWA-SHI, CHIBA, 277-0882, JAPAN"	"FORENSIC SCIENCE INTERNATIONAL"	"Scopus,WebOfScience"	"10.1016/j.forsciint.2009.08.018"	"FORENSIC; ARTIFICIAL LEATHER; SCANNING ELECTRON MICROSCOPE WITH ENERGY; DISPERSIVE ELECTRON MICROANALYZER; MICROSPECTROPHOTOMETRY; INFRARED; MISCROSPECTROMETRY; MICRO-X-RAY FLUORESCENCE SPECTROMETRY; ARTIFICIAL LEATHER;  FORENSIC;  INFRARED MISCROSPECTROMETRY;  MICRO-X-RAY FLUORESCENCE SPECTROMETRY;  MICROSPECTROPHOTOMETRY;  SCANNING ELECTRON MICROSCOPE WITH ENERGY DISPERSIVE ELECTRON MICROANALYZER"
2013	"BASIC STUDY ON THE DISCRIMINATION OF POLY(ETHYLENE TEREPHTHALATE) FIBRES BY POLARIZED CONFOCAL RAMAN SPECTROSCOPY"	"WATANABE S;SUZUKI S;HRYNCHUK RJ"	""	""	""	"POLYETHYLENE TEREPHTHALATE; ARTICLE;  CONTROLLED STUDY;  FIBER;  INFRARED SPECTROSCOPY;  POLARIZATION;  POLARIZED CONFOCAL RAMAN MICROSPECTROSCOPY;  RAMAN SPECTROMETRY;  THICKNESS"	"ARTICLE"	""	"FORENSIC SCIENCE LABORATORY, HYOGO POLICE HEADQUARTERS, 5-4-1 SHIMOYAMATEDORI, CHUO, KOBE, HYOGO 650-8510, JAPAN;NATIONAL RESEARCH INSTITUTE OF POLICE SCIENCE, 6-3-1 KASHIWANOHA, KASHIWA, CHIBA 277-0882, JAPAN;NATIONAL FORENSIC SERVICES - ALBERTA, R.C.M. POLICE, EDMONTON, AB, CANADA"	"JOURNAL OF THE CANADIAN SOCIETY OF FORENSIC SCIENCE"	"Scopus"	"10.1080/00085030.2013.10799547"	""
2005	"BAST AND OTHER PLANT FIBRES"	"FRANCK RR"	""	""	""	""	"BOOK"	""	"13 GARDEN ROAD, BROMLEY, KENT BR13LU, UNITED KINGDOM"	"BAST AND OTHER PLANT FIBRES"	"Scopus"	"10.1533/9781845690618"	""
2005	"BATTENING (A CASE OF DEATH DUE TO TORTURE)"	"PAWAR GS"	""	""	""	"ADULT;  ARTICLE;  AUTOPSY;  BLEEDING;  BLUNT TRAUMA;  CADAVER;  CASE REPORT;  CAUSE OF DEATH;  DISSECTION;  FORENSIC PATHOLOGY;  HEMATOMA;  HEMORRHAGIC SHOCK;  HUMAN;  HUMAN TISSUE;  MALE;  PATHOLOGIST;  SOFT TISSUE INJURY;  TORTURE"	"ARTICLE"	""	"DEPT. OF FORENSIC MEDICINE, J.J.M.M MEDICAL COLLEGE, DAVANGERE, KARNATAKA, INDIA"	"JOURNAL OF FORENSIC MEDICINE AND TOXICOLOGY"	"Scopus"	""	""
2014	"BAYESIAN CLASSIFICATION CRITERION FOR FORENSIC MULTIVARIATE DATA"	"BOZZA S;BROSUS J;ESSEIVA P;TARONI F;BOZZA S;BROSEUS J;ESSEIVA P;TARONI F"	"BAYES' FACTOR; CLASSIFICATION; DECISION THEORY; LOSS FUNCTION; DRUGS"	""	"BAYES' FACTOR;  CLASSIFICATION;  DECISION THEORY;  DRUGS;  LOSS FUNCTION"	"CANNABIS;  ILLICIT DRUG;  CANNABIS; ARTICLE;  BAYES THEOREM;  CANNABIS USE;  DATA ANALYSIS;  DATA BASE;  DRUG CLASSIFICATION;  FORENSIC SCIENCE;  KENAF;  KERNEL METHOD;  LAW ENFORCEMENT;  MASS FRAGMENTOGRAPHY;  MULTIVARIATE ANALYSIS;  SEEDLING;  SENSITIVITY ANALYSIS;  STATISTICAL MODEL;  SWITZERLAND;  VALIDATION PROCESS;  CHEMISTRY;  DECISION THEORY;  DRUG CONTROL;  LEGISLATION AND JURISPRUDENCE;  PLANT LEAF; CANNABIS;  DRUG AND NARCOTIC CONTROL;  GAS CHROMATOGRAPHY-MASS SPECTROMETRY;  LIKELIHOOD FUNCTIONS;  MODELS; STATISTICAL;  PLANT LEAVES"	"ARTICLE"	"BOZZA, S (CORRESPONDING AUTHOR), CA FOSCARI UNIV VENICE, DEPT ECON, VENICE, ITALY; BOZZA, S, CA FOSCARI UNIV VENICE, DEPT ECON, VENICE, ITALY; BROSEUS, J; ESSEIVA, P; TARONI, F, UNIV LAUSANNE, SCH CRIMINAL JUSTICE, LAUSANNE, SWITZERLAND"	"CA' FOSCARI UNIVERSITY OF VENICE, DEPARTMENT OF ECONOMICS, VENICE, ITALY;UNIVERSITY OF LAUSANNE, SCHOOL OF CRIMINAL JUSTICE, LAUSANNE, SWITZERLAND"	"FORENSIC SCIENCE INTERNATIONAL"	"Scopus,WebOfScience"	"10.1016/j.forsciint.2014.09.017"	"BAYES' FACTOR; CLASSIFICATION; DECISION THEORY; LOSS FUNCTION; DRUGS; BAYES' FACTOR;  CLASSIFICATION;  DECISION THEORY;  DRUGS;  LOSS FUNCTION"
2004	"BAYESIAN FRAMEWORK FOR THE EVALUATION OF FIBER EVIDENCE IN A DOUBLE MURDER - A CASE REPORT"	"CAUSIN V;SCHIAVONE S;MARIGO A;CARRESI P"	"FORENSIC SCIENCE; FIBERS; BAYESIAN INTERPRETATION; LIKELIHOOD RATIO"	"TEXTILE FIBERS"	"BAYESIAN INTERPRETATION;  FIBERS;  FORENSIC SCIENCE;  LIKELIHOOD RATIO"	"ARTICLE;  AUTOPSY;  BALLISTICS;  BAYES THEOREM;  CASE REPORT;  EVIDENCE BASED MEDICINE;  FINGER DERMATOGLYPHICS;  HOMICIDE;  HUMAN;  INFRARED RADIATION;  MICROSCOPY;  MICROSPECTROPHOTOMETRY;  PRIORITY JOURNAL;  STATISTICAL MODEL;  TAPE RECORDER; AUTOMOBILES;  FORENSIC MEDICINE;  HUMANS;  LIKELIHOOD FUNCTIONS;  MALE; ULTRAVIOLET;  SPECTROPHOTOMETRY; INFRARED;  TEXTILES;  TRANSPORTATION"	"ARTICLE"	"CAUSIN, V (CORRESPONDING AUTHOR), UNIV PADUA, DIPARTIMENTO SCI CHIM, VIA LOREDAN 4, I-35131 PADUA, ITALY; UNIV PADUA, DIPARTIMENTO SCI CHIM, I-35131 PADUA, ITALY; REPARTO CARABINIERI INVEST SCI, SEZ CHIM ESPLOSIVI \& INFIAMMABILI, I-00165 ROME, ITALY"	"DIPTO. DI SCI. CHIMICHE DELL'UNIV., VIA LOREDAN 4, 35131 PADOVA, ITALY;SEZIONE DI CHIMICA, ESPLOSIVI ED INFIAMMABILI, REPARTO CARABINIERI I., VIA AURELIA 511, 00165 ROMA, ITALY"	"FORENSIC SCIENCE INTERNATIONAL"	"Scopus,WebOfScience"	"10.1016/j.forsciint.2004.01.009"	"FORENSIC SCIENCE; FIBERS; BAYESIAN INTERPRETATION; LIKELIHOOD RATIO; BAYESIAN INTERPRETATION;  FIBERS;  FORENSIC SCIENCE;  LIKELIHOOD RATIO"
1997	"BAYESIAN FRAMEWORK FOR THE EVALUATION OF FIBRE TRANSFER EVIDENCE"	"CHAMPOD C;TARONI F"	"FORENSIC SCIENCE; CRIMINALISTICS; EVALUATION; FIBRE EVIDENCE; STATISTICS; BAYESIAN APPROACH; LIKELIHOOD RATIO"	"CRIME; GLASS"	"BAYESIAN APPROACH;  CRIMINALISTICS;  EVALUATION;  FIBRE EVIDENCE;  FORENSIC SCIENCE;  LIKELIHOOD RATIO;  STATISTICS"	"ARTICLE;  BAYES THEOREM;  FIBER;  FORENSIC SCIENCE;  LEGAL ASPECT;  STATISTICAL MODEL"	"ARTICLE"	"CHAMPOD, C (CORRESPONDING AUTHOR), UNIV LAUSANNE,INST POLICE SCI \& CRIMINOL,BATIMENT CHIM,CH-1015 LAUSANNE,SWITZERLAND; UNIV EDINBURGH,DEPT MATH \& STAT,EDINBURGH EH9 3JZ,MIDLOTHIAN,SCOTLAND"	"INST. POLICE SCI. ET DE CRIMINOLOGIE, UNIVERSITY OF LAUSANNE, UNIL - BTIMENT DE CHIMIE, 1015 LAUSANNE, SWITZERLAND;DEPT. OF MATHEMATICS AND STATISTICS, UNIVERSITY OF EDINBURGH, MAYFIELD ROAD, EDINBURGH EH9 3JZ, UNITED KINGDOM"	"SCIENCE AND JUSTICE"	"Scopus,WebOfScience"	"10.1016/S1355-0306(97)72151-8"	"FORENSIC SCIENCE; CRIMINALISTICS; EVALUATION; FIBRE EVIDENCE; STATISTICS; BAYESIAN APPROACH; LIKELIHOOD RATIO; BAYESIAN APPROACH;  CRIMINALISTICS;  EVALUATION;  FIBRE EVIDENCE;  FORENSIC SCIENCE;  LIKELIHOOD RATIO;  STATISTICS"
1968	"BER DEN FORENSISCHEN BEWEISWERT HISTOLOGISCHER UND MIKROCHEMISCHER UNTERSUCHUNGEN BEI STICHVERLETZUNGEN"	"BOSCH K"	""	""	""	"IRON;  LIPID; ARTICLE;  CADAVER;  FORENSIC MEDICINE;  HUMAN;  INJURY;  SKIN;  TEXTILE; CADAVER;  IRON;  LIPIDS;  TEXTILES;  WOUNDS AND INJURIES"	"ARTICLE"	""	"INSTITUT FR GERICHTLICHE MEDIZIN DER UNIVERSITT HEIDELBERG, GERMANY"	"DEUTSCHE ZEITSCHRIFT FUR DIE GESAMTE GERICHTLICHE MEDIZIN"	"Scopus"	"10.1007/BF01380847"	""
2001	"BEST PRACTICE MANUALS. A GUIDE TO FORMAT AND CONTENT"	"BRAMLEY RK"	""	""	"BEST PRACTICE;  ENFSI GUIDELINES;  FIBRES;  QUALITY ASSURANCE"	"CLINICAL PRACTICE;  CLINICAL PROTOCOL;  CONFERENCE PAPER;  EVALUATION;  FORENSIC MEDICINE;  LABORATORY TEST;  PRACTICE GUIDELINE;  QUALITY CONTROL;  RELIABILITY"	"CONFERENCE MATERIAL"	""	"FORENSIC SCIENCE SERVICE, BIRMINGHAM, UNITED KINGDOM"	"Z ZAGADNIEN NAUK SADOWYCH"	"Scopus"	""	"BEST PRACTICE;  ENFSI GUIDELINES;  FIBRES;  QUALITY ASSURANCE"
1988	"BICOMPONENT ACRYLIC FIBERS - THEIR CHARACTERIZATION IN THE FORENSIC-SCIENCE LABORATORY"	"GRIEVE MC;DUNLOP J;KOTOWSKI TM"	""	""	"CROSS-SECTIONS;  FIBER: ACRYLIC BICOMPONENT;  INFRARED SPECTROSCOPY;  MICROSCOPY;  SCANNING ELECTRON MICROSCOPY"	"ACRYLIC ACID;  POLYACRYLIC ACID; CLASSIFICATION;  FIBER;  INFRARED SPECTROSCOPY;  NONHUMAN;  PRELIMINARY COMMUNICATION;  SCANNING ELECTRON MICROSCOPY"	"NOTE"	"GRIEVE, MC (CORRESPONDING AUTHOR), USA,CRIMINAL INVEST LAB,BETTS AREA 272,FRIEDBERGER LANDSTR 6,FRANKFURT 60,FED REP GER"	"US ARMY CRIMINAL INVESTIGATION LABORATORY, BETTS AREA 272, FRIEDBERGER LANDSTRASSE, FRANKFURT, GERMANY"	"JOURNAL OF THE FORENSIC SCIENCE SOCIETY"	"Scopus,WebOfScience"	"10.1016/S0015-7368(88)72800-5"	"CROSS-SECTIONS;  FIBER: ACRYLIC BICOMPONENT;  INFRARED SPECTROSCOPY;  MICROSCOPY;  SCANNING ELECTRON MICROSCOPY"
2005	"BIODEGRADABLE AND SUSTAINABLE FIBRES"	"BLACKBURN RS"	""	""	""	""	"BOOK"	""	"GREEN CHEMISTRY GROUP, CENTRE FOR TECHNICAL TEXTILES, UNIVERSITY OF LEEDS, LEEDS LS2 9JT, UNITED KINGDOM"	"BIODEGRADABLE AND SUSTAINABLE FIBRES"	"Scopus"	"10.1533/9781845690991"	""
2005	"BIODEGRADABLE AND SUSTAINABLE FIBRES: A VOLUME IN WOODHEAD PUBLISHING SERIES IN TEXTILES"	"BLACKBURN RS"	""	""	""	""	"BOOK"	""	"GREEN CHEMISTRY GROUP, CENTRE FOR TECHNICAL TEXTILES, UNIVERSITY OF LEEDS, LEEDS, LS2 9JT, UNITED KINGDOM"	"BIODEGRADABLE AND SUSTAINABLE FIBRES-A VOLUME IN WOODHEAD PUBLISHING SERIES IN TEXTILES"	"Scopus"	"10.1533/9781845690991"	""
2016	"BIODEGRADABLE POLYMERIC NANOPARTICLES AS THE DELIVERY CARRIER FOR DRUG"	"ZHAO K;LI D-R;SHI C;MA X;RONG G;KANG H;WANG X;SUN B;ZHAO K;LI D-R;SHI C;MA X;RONG H;WANG X;SUN B"	"CHITOSAN; COMMERCIALIZATION; DRUG DELIVERY; NANOTECHNOLOGY; POLYMERIC; NANOPARTICLES; SYNTHESIS METHODS"	"CHITOSAN NANOPARTICLES; MULTIFUNCTIONAL NANOPARTICLES; MICELLE; FORMULATION; PLGA NANOPARTICLES; CONTROLLED-RELEASE; CREMOPHOR-FREE;; ORAL DELIVERY; PHASE-II; IN-VITRO; SYSTEM"	"CHITOSAN;  COMMERCIALIZATION;  DRUG DELIVERY;  NANOTECHNOLOGY;  POLYMERIC NANOPARTICLES;  SYNTHESIS METHODS"	"BOTULINUM TOXIN A;  CHITOSAN NANOPARTICLE;  DRUG CARRIER;  NANOPARTICLE;  PACLITAXEL;  POLYMER;  SILICA NANOPARTICLE;  VACCINE;  BIOMATERIAL; ARTICLE;  BIBLIOGRAPHIC DATABASE;  BIOCOMPATIBILITY;  BIODEGRADABILITY;  CROSS LINKING;  DRUG DELIVERY SYSTEM;  DRUG RELEASE;  PHYSICAL CHEMISTRY;  PRIORITY JOURNAL;  SURFACE PROPERTY;  SYNTHESIS; BIOCOMPATIBLE MATERIALS;  DRUG CARRIERS;  NANOPARTICLES;  POLYMERS"	"ARTICLE"	"SUN, B (CORRESPONDING AUTHOR), HEILONGJIANG BAYI AGR UNIV, COLL ANIM SCI \& VET MED, DAQING 163319, PEOPLES R CHINA; ZHAO, KAI; RONG, GUANGU; KANG, HONG, UNIV JINAN, SCH BIOL SCI \& TECHNOL, JINAN 250022, PEOPLES R CHINA; ZHAO, KAI; LI, DAN; SHI, CI; MA, XUELING; WANG, XIAOHUA, HEILONGJIANG UNIV, SCH LIFE SCI, KEY LAB MICROBIOL, HARBIN 150080, PEOPLES R CHINA; HARBIN MED UNIV, DEPT NEUROSURG, AFFILIATED HOSP 4, HARBIN 150001, PEOPLES R CHINA; SUN, BIN, HEILONGJIANG BAYI AGR UNIV, COLL ANIM SCI \& VET MED, DAQING 163319, PEOPLES R CHINA"	"SCHOOL OF BIOLOGICAL SCIENCE AND TECHNOLOGY, UNIVERSITY OF JINAN, JINAN, 250022, CHINA;KEY LABORATORY OF MICROBIOLOGY, SCHOOL OF LIFE SCIENCE, HEILONGJIANG UNIVERSITY, HARBIN, 150080, CHINA;DEPARTMENT OF NEUROSURGERY, THE FOURTH AFFILIATED HOSPITAL OF HARBIN MEDICAL UNIVERSITY, HARBIN, 150001, CHINA, CHINA;COLLEGE OF ANIMAL SCIENCE AND VETERINARY MEDICINE, HEILONGJIANG BAYI AGRICULTURAL UNIVERSITY, DAQING, 163319, CHINA"	"CURRENT DRUG DELIVERY"	"Scopus,WebOfScience"	"10.2174/156720181304160521004609"	"CHITOSAN; COMMERCIALIZATION; DRUG DELIVERY; NANOTECHNOLOGY; POLYMERIC; NANOPARTICLES; SYNTHESIS METHODS; CHITOSAN;  COMMERCIALIZATION;  DRUG DELIVERY;  NANOTECHNOLOGY;  POLYMERIC NANOPARTICLES;  SYNTHESIS METHODS"
2018	"BIOMECHANICAL STRESS IN MYOCARDIAL INFARCTIONS: CAN ENDOTHELIN-1 AND GROWTH DIFFERENTIATION FACTOR 15 SERVE AS IMMUNOHISTOCHEMICAL MARKERS?"	"FALK M;HUHN R;BEHMENBURG F;RITZ-TIMME S;MAYER F"	""	""	"ANIMAL MODEL;  IMMUNOHISTOCHEMISTRY;  MYOCARDIAL INFARCTIONS;  RIGHT HEART FAILURE"	"BIOLOGICAL MARKER;  ENDOTHELIN 1;  GDF15 PROTEIN; HUMAN;  GROWTH DIFFERENTIATION FACTOR 15; ANIMAL;  ANIMAL MODEL;  CARDIAC MUSCLE;  CASE CONTROL STUDY;  FORENSIC PATHOLOGY;  HEART INFARCTION;  HEART MUSCLE REPERFUSION;  HUMAN;  IMMUNOHISTOCHEMISTRY;  METABOLISM;  STAINING;  WISTAR RAT; ANIMALS;  BIOMARKERS;  CASE-CONTROL STUDIES;  ENDOTHELIN-1;  HUMANS;  MODELS;  MYOCARDIAL INFARCTION;  MYOCARDIAL REPERFUSION;  MYOCARDIUM;  RATS; WISTAR;  STAINING AND LABELING"	"ARTICLE"	""	"INSTITUTE FOR LEGAL MEDICINE, UNIVERSITY HOSPITAL DSSELDORF, MOORENSTR. 5, DSSELDORF, 40225, GERMANY;DEPARTMENT OF ANAESTHESIOLOGY, UNIVERSITY HOSPITAL DSSELDORF, MOORENSTR. 5, DSSELDORF, 40225, GERMANY"	"INTERNATIONAL JOURNAL OF LEGAL MEDICINE"	"Scopus"	"10.1007/s00414-017-1726-z"	"ANIMAL MODEL;  IMMUNOHISTOCHEMISTRY;  MYOCARDIAL INFARCTIONS;  RIGHT HEART FAILURE"
2017	"BIPHASIC EXTRACTION, RECOVERY AND IDENTIFICATION OF ORGANIC AND INORGANIC COMPOUNDS WITH IONIC LIQUIDS"	"DEL SESTO RE;KOPPISCH AT;FOX DT;JONES MR;LOVEJOY KS;STEVENS TE;MONSON TC"	""	"DESORPTION/IONIZATION MASS-SPECTROMETRY; BOTRYOCOCCUS-BRAUNII;; ANALYTICAL-CHEMISTRY; MS ANALYSIS; CELLULOSE; SOLVENTS; MATRICES;; FIBERS; BIOMOLECULES; DISSOLUTION"	""	""	"PROCEEDINGS PAPER"	"DEL SESTO, RE (CORRESPONDING AUTHOR), DIXIE STATE UNIV, DEPT CHEM, 225 S UNIV AVE, ST GEORGE, UT 84770 USA; KOPPISCH, AT (CORRESPONDING AUTHOR), NO ARIZONA UNIV, DEPT CHEM, POB 5698, FLAGSTAFF, AZ 86011 USA; DEL SESTO, RICO E; JONES, MATTIE R, DIXIE STATE UNIV, DEPT CHEM, 225 S UNIV AVE, ST GEORGE, UT 84770 USA; KOPPISCH, ANDREW T, NO ARIZONA UNIV, DEPT CHEM, POB 5698, FLAGSTAFF, AZ 86011 USA; FOX, DAVID T; LOVEJOY, KATHERINE S, LOS ALAMOS NATL LAB, POB 1663, LOS ALAMOS, NM 87545 USA; STEVENS, TYLER E; MONSON, TODD C, SANDIA NATL LABS, NANOSCALE SCI, POB 5800,MS 1415, ALBUQUERQUE, NM 87185 USA"	""	"IONIC LIQUIDS: CURRENT STATE AND FUTURE DIRECTIONS"	"WebOfScience"	""	""
2011	"BIPHASIC OXIDATION OF OXY-HEMOGLOBIN IN BLOODSTAINS"	"BREMMER RH;DE BRUIN DM;DE JOODE M;BUMA WJ;VAN LEEUWEN TG;AALDERS MCG"	""	""	""	"HEMICHROME;  HEMOGLOBIN DERIVATIVE;  METHEMOGLOBIN;  OXYHEMOGLOBIN;  UNCLASSIFIED DRUG; AGE DETERMINATION;  ARTICLE;  AUTOOXIDATION;  BLOOD SAMPLING;  BLOOD STAIN;  BLOOD VOLUME;  COTTON;  DILUTION;  FORENSIC SCIENCE;  HUMAN;  HUMIDITY;  NORMAL HUMAN;  OPTICAL COHERENCE TOMOGRAPHY;  OXIDATION;  QUANTITATIVE ANALYSIS;  REFLECTOMETRY;  TEMPERATURE;  TEMPERATURE DEPENDENCE;  DIFFUSION;  FRACTIONATION;  METABOLISM;  OXIDATION REDUCTION REACTION;  REPRODUCIBILITY;  SPECTROSCOPY; BLOOD STAINS;  CHEMICAL FRACTIONATION;  COTTON FIBER;  HUMANS;  OXIDATION-REDUCTION;  OXYHEMOGLOBINS;  REPRODUCIBILITY OF RESULTS;  SPECTRUM ANALYSIS;  TOMOGRAPHY; OPTICAL COHERENCE"	"ARTICLE"	""	"BIOMEDICAL ENGINEERING AND PHYSICS, ACADEMIC MEDICAL CENTER, UNIVERSITY OF AMSTERDAM, AMSTERDAM, NETHERLANDS;VAN 'T HOFF INSTITUTE FOR MOLECULAR SCIENCES, UNIVERSITY OF AMSTERDAM, AMSTERDAM, NETHERLANDS;BIOMEDICAL PHOTONIC IMAGING, MIRA INSTITUTE FOR BIOMEDICAL TECHNOLOGY AND TECHNICAL MEDICINE, UNIVERSITY OF TWENTE, ENSCHEDE, NETHERLANDS"	"PLOS ONE"	"Scopus"	"10.1371/journal.pone.0021845"	""
2003	"BIVARIATE KURTOTIC DISTRIBUTIONS OF GARMENT FIBRE DATA"	"HOGGART CJ;WALKER SG;SMITH AFM"	"FORENSIC SCIENCE; MARKOV CHAIN MONTE CARLO METHODS; SCALE MIXTURES OF; NORMAL DISTRIBUTION; UNIFORM POWER DISTRIBUTION"	""	"FORENSIC SCIENCE;  MARKOV CHAIN MONTE CARLO METHODS;  SCALE MIXTURES OF NORMAL DISTRIBUTION;  UNIFORM POWER DISTRIBUTION"	""	"REVIEW"	"WALKER, SG (CORRESPONDING AUTHOR), UNIV BATH, DEPT MATH SCI, CLAVERTON DOWN, BATH BA2 7AY, AVON, ENGLAND; UNIV BATH, DEPT MATH SCI, BATH BA2 7AY, AVON, ENGLAND; LONDON SCH HYG \& TROP MED, LONDON WC1, ENGLAND; UNIV LONDON QUEEN MARY COLL, LONDON E1 4NS, ENGLAND"	"DEPARTMENT OF MATHEMATICAL SCIENCES, UNIVERSITY OF BATH, CLAVERTON DOWN, BATH BA2 7AY, UNITED KINGDOM;QUEEN MARY, UNIVERSITY OF LONDON, LONDON, UNITED KINGDOM"	"JOURNAL OF THE ROYAL STATISTICAL SOCIETY. SERIES C-APPLIED STATISTICS;JOURNAL OF THE ROYAL STATISTICAL SOCIETY. SERIES C: APPLIED STATISTICS"	"Scopus,WebOfScience"	"10.1111/1467-9876.00407"	"FORENSIC SCIENCE; MARKOV CHAIN MONTE CARLO METHODS; SCALE MIXTURES OF; NORMAL DISTRIBUTION; UNIFORM POWER DISTRIBUTION; FORENSIC SCIENCE;  MARKOV CHAIN MONTE CARLO METHODS;  SCALE MIXTURES OF NORMAL DISTRIBUTION;  UNIFORM POWER DISTRIBUTION"
2002	"BLACK CELLULOSIC FIBRES - A \"BTE NOIRE\"?"	"GRIEVE MC;DECK S"	""	""	"BLACK;  CRIMINALISTICS;  FIBRE;  FORENSIC SCIENCE;  MODAL;  VISCOSE"	"ARTICLE;  CLOTHING;  COLOR;  FIBER;  FORENSIC IDENTIFICATION;  STAINING"	"ARTICLE"	""	"BUNDESKRIMINALAMT KT 33, POSTFACH 1820, WIESBADEN 65193, GERMANY"	"SCIENCE AND JUSTICE"	"Scopus"	"10.1016/S1355-0306(02)71803-0"	"BLACK;  CRIMINALISTICS;  FIBRE;  FORENSIC SCIENCE;  MODAL;  VISCOSE"
2002	"BLACK CELLULOSIC FIBRES - A ``BETE NOIRE''?"	"GRIEVE MC;DECK S"	"FORENSIC SCIENCE; CRIMINALISTICS; FIBRE; BLACK; VISCOSE; MODAL"	"FIBERS"	""	""	"ARTICLE"	"GRIEVE, MC (CORRESPONDING AUTHOR), BUNDESKRIMINALAMT, KT 33,POSTFACH 1820, D-65193 WIESBADEN, GERMANY; BUNDESKRIMINALAMT, D-65193 WIESBADEN, GERMANY"	""	"SCIENCE AND JUSTICE"	"WebOfScience"	"10.1016/S1355-0306(02)71803-0"	"FORENSIC SCIENCE; CRIMINALISTICS; FIBRE; BLACK; VISCOSE; MODAL"
2007	"BLOCKS OF COLOUR IV: THE EVIDENTIAL VALUE OF BLUE AND RED COTTON FIBRES"	"BIERMANN TW"	"FORENSIC SCIENCE; FIBRES; COTTON; FLUORESCENCE; UV/VIS; MICROSPECTROPHOTOMETRY; SPECTRAL FREQUENCY"	"COMPUTERIZED DATA-BASE; MAIL-ORDER GARMENTS; INDIVIDUALITY; POPULATION;; FREQUENCY"	"COTTON;  FIBRES;  FLUORESCENCE;  FORENSIC SCIENCE;  MICROSPECTROPHOTOMETRY;  SPECTRAL FREQUENCY;  UV/VIS"	"ARTICLE;  COMPARATIVE STUDY;  COTTON;  ELECTROMAGNETIC RADIATION;  FIBER;  FLUORESCENCE MICROSCOPY;  FORENSIC IDENTIFICATION;  FREQUENCY ANALYZER;  MICROFLUOROMETRY;  MICROSCOPY;  MICROSPECTROPHOTOMETRY;  SAMPLE;  SPECTRAL SENSITIVITY;  THEORETICAL STUDY;  ULTRAVIOLET RADIATION; COLOR;  COTTON FIBER;  FORENSIC SCIENCES;  HUMANS; FLUORESCENCE;  SPECTRUM ANALYSIS"	"ARTICLE"	"BIERMANN, TW (CORRESPONDING AUTHOR), BUNDESKRIMINALAMT, FORENS SCI INST, FIBRES SECT KT33, D-65173 WIESBADEN, GERMANY; BUNDESKRIMINALAMT, FORENS SCI INST, FIBRES SECT KT33, D-65173 WIESBADEN, GERMANY"	"KT33-FIBRES SECTION, FORENSIC SCIENCE INSTITUTE, BUNDESKRIMINALAMT, 65173 WIESBADEN, GERMANY"	"SCIENCE AND JUSTICE"	"Scopus,WebOfScience"	"10.1016/j.scijus.2006.08.001"	"FORENSIC SCIENCE; FIBRES; COTTON; FLUORESCENCE; UV/VIS; MICROSPECTROPHOTOMETRY; SPECTRAL FREQUENCY; COTTON;  FIBRES;  FLUORESCENCE;  FORENSIC SCIENCE;  MICROSPECTROPHOTOMETRY;  SPECTRAL FREQUENCY;  UV/VIS"
