Authors	Author(s) ID	Title	Year	Source title	Volume	Issue	Art. No.	Page start	Page end	Page count	Cited by	DOI	Link	Author Keywords	Index Keywords	Document Type	Publication Stage	Access Type	Source	EID
"Stefan A.R., Dockery C.R., Baguley B.M., Vann B.C., Nieuwland A.A., Hendrix J.E., Morgan S.L."	26647128700;6602477687;26646251200;26530647700;8716038900;36755864000;7402180417;	"Microextraction, capillary electrophoresis, and mass spectrometry for forensic analysis of azo and methine basic dyes from acrylic fibers"	2009	Analytical and Bioanalytical Chemistry	394	8		2087	2094		22	10.1007/s00216-009-2897-3	https://www.scopus.com/inward/record.uri?eid=2-s2.0-68549107588&doi=10.1007%2fs00216-009-2897-3&partnerID=40&md5=6dfe20f6f8bda553eeff8a7d5dbaaed2	Acrylic fibers; Capillary electrophoresis; Extraction of basic dyes; Forensic analysis	Acrylic fibers; Ammonium acetate; Aqueous acetic acid; Automated Liquid Handling; Basic dyes; Capillary electrophoresis-mass spectrometries; Cationic dyes; Designed experiments; Extraction efficiencies; Extraction solvents; Extraction temperatures; Extraction time; Forensic analysis; Methine; Microextraction; Microplate readers; Mixture design; Acetonitrile; Ammonium compounds; Capillary electrophoresis; Electrochemistry; Formic acid; Mass spectrometers; Mass spectrometry; Organic acids; Textile fibers; Trace analysis; Solvent extraction; Dyes; Electrochemistry; Extraction; Forensics; Formic Acid; Mass Spectrometers; Organic Acids; Polyacrylics; Solvents; Synthetic Fibers; Textile Fibers	Article	Final		Scopus	2-s2.0-68549107588
"Zeng D., Chen B., Yao S., Ying J."	36798620500;56347894100;35619833600;13406957300;	Determination of tetramethylenedisulfotetramine in human urine with gas chromatograph-flame thermionic detection coupling with direct immersed solid-phase micro-extraction	2006	Forensic Science International	159	02-Mar		168	174		22	10.1016/j.forsciint.2005.07.013	https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646439858&doi=10.1016%2fj.forsciint.2005.07.013&partnerID=40&md5=bb2343ee8626d7dfdb4a5e8369bc2537	Gas chromatography; Solid-phase micro-extraction; Tetramethylenedisulfotetramine; Urine	"dimeticone; poison; polyacrylic acid; tetramethylenedisulfotetramine; unclassified drug; analytic method; article; chromatography; controlled study; desorption; gas chromatography flame thermionic detection; human; intoxication; ionic strength; material coating; offender; phase separation; priority journal; quantitative analysis; solid phase microextraction; temperature; urinalysis; Bridged Compounds; Chromatography, Gas; Food Poisoning; Forensic Pathology; Humans; Predictive Value of Tests; Urinalysis"	Article	Final		Scopus	2-s2.0-33646439858
Ruffell A.	35493357800;	Burial location using cheap and reliable quantitative probe measurements	2005	Forensic Science International	151	02-Mar		207	211		22	10.1016/j.forsciint.2004.12.036	https://www.scopus.com/inward/record.uri?eid=2-s2.0-20444415696&doi=10.1016%2fj.forsciint.2004.12.036&partnerID=40&md5=415abae66f3b369079134c3a94839674	Douglas Owsley; Forensic; Geoscience; Probe; Remote sensing; Soil density	article; digital computer; forensic identification; molecular probe; posthumous care; priority journal; quantitative analysis; soil analysis	Article	Final		Scopus	2-s2.0-20444415696
"Wiggins K., Drummond P., Champod T.H."	7003873724;11939597600;6503866532;	A study in relation to the random distribution of four fibre types on clothing (incorporating a review of previous target fibre studies)	2004	Science and Justice - Journal of the Forensic Science Society	44	3		141	148		22	10.1016/S1355-0306(04)71706-2	https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142735357&doi=10.1016%2fS1355-0306%2804%2971706-2&partnerID=40&md5=9adb279f4eedd9faa1e45d79f180bd8e	Automatic fibre finder; Clothing; Evidential value; Fibres; Forensic science; Target fibre studies	acrylic acid resin; polyester; autoanalysis; clothing; forensic identification; household; infrared spectroscopy; microscopy; microspectrophotometry; publication; review; textile fiber; wool	Article	Final		Scopus	2-s2.0-3142735357
"Liu J., Hara K., Kashimura S., Kashiwagi M., Hamanaka T., Miyoshi A., Kageura M."	7410109640;55331093700;7006583998;7102509401;7004571982;7101746384;7003956497;	Headspace solid-phase microextraction and gas chromatographic-mass spectrometric screening for volatile hydrocarbons in blood	2000	Journal of Chromatography B: Biomedical Sciences and Applications	748	2		401	406		22	10.1016/S0378-4347(00)00364-9	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034633830&doi=10.1016%2fS0378-4347%2800%2900364-9&partnerID=40&md5=bfa56b863448ebeafb5f4185e908c13d	Volatile hydrocarbons	aliphatic hydrocarbon; benzene; gasoline; heptane; hexane; hydrocarbon; article; blood sampling; burn; chromatography; forensic pathology; gas chromatography; human; mass spectrometry; priority journal; solid phase extraction; victim; Burns; Gas Chromatography-Mass Spectrometry; Humans; Hydrocarbons; Reproducibility of Results; Sensitivity and Specificity; Volatilization	Article	Final		Scopus	2-s2.0-0034633830
"Biermann T.W., Grieve M.C."	36747624800;7003921245;	A computerized data base of mail order garments - A contribution toward estimating the frequency of fibre types found in clothing. Part 3: The content of the data bank - Is it representative?	1998	Forensic Science International	95	2		117	131		22	10.1016/S0379-0738(98)00090-5	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032551564&doi=10.1016%2fS0379-0738%2898%2900090-5&partnerID=40&md5=224b4f3c2918b49720ba7401206a975a	Clothing; Data bank; Fibre composition; Frequency; Representativity; Textiles	article; data base; priority journal; textile	Article	Final		Scopus	2-s2.0-0032551564
"Lowrie C.N., Jackson G."	6602710699;7402321350;	Recovery of transferred fibres	1991	Forensic Science International	50	1		111	119		22	10.1016/0379-0738(91)90139-A	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025788716&doi=10.1016%2f0379-0738%2891%2990139-A&partnerID=40&md5=0147dda7a9ca958baddbfd955de01075	Fibres; Persistence; Recovery	article; controlled study; fiber; forensic identification; priority journal	Article	Final		Scopus	2-s2.0-0025788716
"Beattie I.B., Roberts H.L., Dudley R.J."	7004348027;7201465378;7102777447;	"Thin-layer chromatography of dyes extracted from polyester, nylon and polyacrylonitrile fibres"	1981	Forensic Science International	17	1		57	69		22	10.1016/0379-0738(81)90190-0	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019519977&doi=10.1016%2f0379-0738%2881%2990190-0&partnerID=40&md5=3d9e96e43c9b376d185450d75e83541e		dye; nylon; polyacrylonitrile; polyester; fiber; forensic medicine; thin layer chromatography	Article	Final		Scopus	2-s2.0-0019519977
"Home J.M., Dudley R.J."	6602525729;7102777447;	Thin-layer chromatography of dyes extracted from cellulosic fibres	1981	Forensic Science International	17	1		71	78		22	10.1016/0379-0738(81)90191-2	https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019411664&doi=10.1016%2f0379-0738%2881%2990191-2&partnerID=40&md5=b0425868047a49002e999ab2d33b04aa		dye; fiber; forensic medicine; thin layer chromatography	Article	Final		Scopus	2-s2.0-0019411664
"Tinker M.A., Burdman D., Deysine M., Teicher I., Platt N., Aufses Jr. A.H."	7005012704;6507672652;57200267215;6603347149;57196792501;7007080037;	Granulomatous peritonitis due to cellulose fibers from disposable surgical fabrics: Laboratory investigation and clinical implications	1974	Annals of Surgery	180	6		831	835		22		https://www.scopus.com/inward/record.uri?eid=2-s2.0-0016274772&partnerID=40&md5=ed1bc8b693745c06f4da42a3791997ed		"cellulose; adverse drug reaction; article; cotton; etiology; foreign body; foreign body granuloma; foreign body reaction; forensic medicine; granulomatous peritonitis; histology; iatrogenic disease; legal aspect; peritonitis; surgery; Adolescent; Adult; Animals; Cellulose; Disposable Equipment; Female; Foreign-Body Reaction; Granuloma, Giant Cell; Humans; Male; Peritoneum; Peritonitis; Rats; Surgical Equipment"	Article	Final		Scopus	2-s2.0-0016274772
"Staginnus C., Zörntlein S., de Meijer E."	6507900509;17737066600;6602324967;	A PCR marker Linked to a THCA synthase polymorphism is a reliable tool to discriminate potentially THC-rich plants of cannabis sativa L.	2014	Journal of Forensic Sciences	59	4		919	926		21	10.1111/1556-4029.12448	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903483422&doi=10.1111%2f1556-4029.12448&partnerID=40&md5=de82339f0af33de64ebe2a3b2ec43a98	Cannabis sativa L.; Chemotype; Forensic science; Genetic segregation; Linkage; Molecular marker; Species-specific; THCA synthase	"cannabidiol; cannabis; delta(1)-tetrahydrocannabinolic acid synthase; dronabinol; genetic marker; isomerase; chemistry; genetic linkage; genetic marker; genetic polymorphism; genetics; molecular genetics; polymerase chain reaction; sequence analysis; species difference; Cannabidiol; Cannabis; Dronabinol; Genetic Linkage; Genetic Markers; Intramolecular Oxidoreductases; Molecular Sequence Data; Polymerase Chain Reaction; Polymorphism, Genetic; Sequence Analysis; Species Specificity"	Article	Final		Scopus	2-s2.0-84903483422
"Buzzini P., Massonnet G."	8626149000;6603429626;	"The Discrimination of Colored Acrylic, Cotton, and Wool Textile Fibers Using Micro-Raman Spectroscopy. Part 1: In situ Detection and Characterization of Dyes"	2013	Journal of Forensic Sciences	58	6		1593	1600		21	10.1111/1556-4029.12298	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886886085&doi=10.1111%2f1556-4029.12298&partnerID=40&md5=a268e03e44dcdbb726e42e6e58ef7004	Discriminating power; Dye analysis; Fibers; Forensic science; Raman spectroscopy; Trace evidence		Article	Final		Scopus	2-s2.0-84886886085
"Luzinova Y., Zdyrko B., Luzinov I., Mizaikoff B."	24723060800;6505885577;35561300600;7007072483;	In situ trace analysis of oil in water with mid-infrared fiberoptic chemical sensors	2012	Analytical Chemistry	84	3		1274	1280		21	10.1021/ac201664p	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856731265&doi=10.1021%2fac201664p&partnerID=40&md5=aa9daf424ca46c2c81af2fadd66ca29f		"Aqueous environment; Chemical sensing; Concentration levels; Direct detection; Direct sensing; Evanescent fields; Forensic analysis; In-situ; IR signatures; Midinfrared; Oil-in-water; Oil-in-water emulsions; Optical transducers; Sample preparation; Silver halide fibers; Surface-modified; Trace amounts; Waveguide surfaces; Chemical sensors; Crude oil; Emulsions; Infrared devices; Polybutadienes; Trace analysis; Deionized water; bromide; glass fiber; oil; silver bromide; silver chloride; silver derivative; water; article; chemistry; infrared spectroscopy; thermodynamics; Bromides; Oils; Optical Fibers; Silver Compounds; Spectroscopy, Fourier Transform Infrared; Thermodynamics; Water"	Article	Final		Scopus	2-s2.0-84856731265
"Shen W., Niu Y., Bykanova L., Laurence P., Link N."	7403601333;7202225452;36833376800;36833761400;57196917117;	"Characterizing the interaction among bullet, body armor, and human and surrogate targets"	2010	Journal of Biomechanical Engineering	132	12	121001				21	10.1115/1.4002699	https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049512910&doi=10.1115%2f1.4002699&partnerID=40&md5=2066edde572420f8140cfe6f4e7f6512	Ballistic impacts; Blunt trauma; Finite element model; Flash X-ray; Personal body armor	"Ballistic impact; Blunt trauma; Body armors; Finite element models; Flash X-rays; Absorption; Deformation; Energy absorption; Finite element method; Geologic models; Phase interfaces; Projectiles; Wave propagation; X rays; Armor; gelatin; article; ballistics; blunt trauma; body armor; bullet; clay; clinical evaluation; energy absorption; finite element analysis; gunshot injury; materials testing; mechanical stress; simulation; trunk; audiovisual equipment; ballistics; biological model; biomechanics; biomedical engineering; blunt trauma; computer simulation; firearm; gunshot injury; human; protective clothing; thorax injury; Biomechanics; Biomedical Engineering; Computer Simulation; Finite Element Analysis; Firearms; Forensic Ballistics; Humans; Models, Anatomic; Models, Biological; Protective Clothing; Thoracic Injuries; Wounds, Gunshot; Wounds, Nonpenetrating"	Article	Final		Scopus	2-s2.0-78049512910
"Abbott L.C., Batchelor S.N., Smith J.R.L., Moore J.N."	7102021167;7006083032;7410167806;7405244496;	Resonance Raman and UV-visible spectroscopy of black dyes on textiles	2010	Forensic Science International	202	01-Mar		54	63		21	10.1016/j.forsciint.2010.04.026	https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959201375&doi=10.1016%2fj.forsciint.2010.04.026&partnerID=40&md5=630ecd0c08df0d885ae75db89d00c5ba	Cotton; Dye; Fibre; Raman microscopy; Raman spectroscopy; UV-visible spectroscopy	dye; nylon; polyester; reactive black 5; unclassified drug; analytic method; article; controlled study; cotton; forensic science; laser; priority journal; Raman spectrometry; sampling; textile; ultraviolet spectroscopy	Article	Final		Scopus	2-s2.0-79959201375
"Wilson A.S., Dodson H.I., Janaway R.C., Pollard A.M., Tobin D.J."	57207872343;7003808534;6506914847;7103193554;7006453386;	Evaluating histological methods for assessing hair fibre degradation	2010	Archaeometry	52	3		467	481		21	10.1111/j.1475-4754.2010.00524.x	https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953733353&doi=10.1111%2fj.1475-4754.2010.00524.x&partnerID=40&md5=80dc1e3f6aab49befeaa7d45ef0cab0e	Bioarchaeology; Biodegradation; Fluorescence microscopy; Forensic taphonomy; Hair; Hrlm; Keratin; Sem; Sus scrofa; Tem	archaeology; biodegradation; fluorescence spectroscopy; forensic science; hair; histology; scanning electron microscopy; taphonomy; Sus scrofa	Article	Final		Scopus	2-s2.0-77953733353
"Queiroz M.E.C., Lanças F.M."	7102888789;7005296588;	Practical tips on preparing plasma samples for drug analysis using SPME	2004	LC-GC North America	22	10		970	980		21		https://www.scopus.com/inward/record.uri?eid=2-s2.0-5444248594&partnerID=40&md5=8bf7d2b1565b9b8cc760449e3f27d447		4 hydroxybutyric acid; amitraz; anesthetic agent; aniline; anticonvulsive agent; antidepressant agent; benzodiazepine derivative; busulfan; clozapine; diazepam; levomepromazine; lidocaine; methadone; midazolam; nitrobenzene derivative; phenol derivative; sufentanil; thymol; valproic acid; analytic method; blood sampling; drug monitoring; extraction; gas chromatography; human; ionic strength; liquid chromatography; material coating; pH measurement; plasma characteristics; review; solid phase microextraction; temperature dependence; validation process	Review	Final		Scopus	2-s2.0-5444248594
"Andrasko J., Ståhling S."	7004449107;6506903503;	Time since discharge of pistols and revolvers	2003	Journal of Forensic Sciences	48	2		307	311		21		https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037347637&partnerID=40&md5=eafdb9e0032050bc54dd2adfa7ef0436	Firearm discharge residues; Firearms; Forensic science; GC; GC-TEA; Pistols; Revolvers; SPME; Time since discharge	analytic method; article; ballistics; decomposition; forensic science; gas chromatography; gunshot injury; priority journal; residue analysis; sampling; solid phase microextraction; technique; thermal analysis	Article	Final		Scopus	2-s2.0-0037347637
